country,operating_system,resource_class,resource_name,vcpus,ram,price_per_hour,price_per_month,price_per_spot,currency,is_gpu,is_spot,resource,resource_type,region,flavor_id,gpu_description,is_public,price_per_half_year,price_per_year
india,linux,l40s,N.L40S.64,16,64,68.52739726,43500,36.3196,INR,1,1,instances,gpu,noida,,1x L40s,1,261000.0,522000.0
india,linux,l40s,N.L40S.128,16,128,70.89041096,45000,37.572,INR,1,1,instances,gpu,noida,,1x L40s,1,270000.0,540000.0
india,linux,l40s,N.L40S.256,32,256,137.0547945,87000,72.6391,INR,1,1,instances,gpu,noida,,2x L40s,1,522000.0,1044000.0
india,linux,l40s,N.L40S.512,64,512,274.109589,174000,145.2781,INR,1,1,instances,gpu,noida,,4x L40s,1,1044000.0,2088000.0
india,linux,hgx h100,N.HGXH100.250,26,250,315.0684932,200000,315.0685,INR,1,0,instances,gpu,noida,,1x HGX H100,1,1200000.0,2400000.0
india,linux,hgx h100,N.HGXH100.500,52,500,630.1369863,400000,630.137,INR,1,0,instances,gpu,noida,,2x HGX H100,1,2400000.0,4800000.0
india,linux,hgx h100,N.HGXH100.1000,104,1000,1260.273973,800000,1260.274,INR,1,0,instances,gpu,noida,,4x HGX H100,1,4800000.0,9600000.0
india,linux,hgx h100,N.HGXH100.2000,208,2000,2520.547945,1600000,2520.548,INR,1,0,instances,gpu,noida,,8x HGX H100,1,9600000.0,19200000.0
india,windows,a2,W.N.A2.64,16,64,42.09315068,26720,26.9397,INR,1,1,instances,gpu,noida,,2x A2,1,160320.0,320640.0
india,windows,a30,W.N.A30.48,12,48,59.9260274,38040,59.9261,INR,1,0,instances,gpu,noida,,1x A30,1,228240.0,456480.0
india,windows,a30,W.N.A30.96,24,96,119.8520548,76080,119.8521,INR,1,0,instances,gpu,noida,,2x A30,1,456480.0,912960.0
india,windows,a100,W.N.A100.128,16,128,146.0657534,92720,146.0658,INR,1,0,instances,gpu,noida,,1x A100,1,556320.0,1112640.0
india,windows,a100,W.N.A100.256,32,256,292.1315068,185440,292.1316,INR,1,0,instances,gpu,noida,,2x A100,1,1112640.0,2225280.0
india,windows,a100,W.N.A100.512,64,512,584.2630137,370880,584.2631,INR,1,0,instances,gpu,noida,,4x A100,1,2225280.0,4450560.0
india,windows,rtx a6000,W.N.RTXA6000.64,16,64,63.36027397,40220,44.3522,INR,1,0,instances,gpu,noida,,1x RTX A6000,1,241320.0,482640.0
india,windows,rtx a6000 ,W.N.RTXA6000.128,24,128,95.15,60400,95.15,INR,1,0,instances,gpu,noida,,1x RTX A6000 ,1,362400.0,724800.0
india,windows,rtx a6000,W.N.RTXA6000.192,32,192,134.5972603,85440,94.2181,INR,1,0,instances,gpu,noida,,2x RTX A6000,1,512640.0,1025280.0
india,windows,rtx6000 ada,W.N.RTX6000ADA.64,16,64,88.56575342,56220,88.5658,INR,1,0,instances,gpu,noida,,1x RTX6000 Ada,1,337320.0,674640.0
india,windows,rtx6000 ada,W.N.RTX6000ADA.128,24,128,94.64657534,60080,94.6466,INR,1,0,instances,gpu,noida,,1x RTX6000 Ada,1,360480.0,720960.0
india,windows,rtx6000 ada,W.N.RTX6000ADA.192,32,192,181.8575342,115440,181.8576,INR,1,0,instances,gpu,noida,,2x RTX6000 Ada,1,692640.0,1385280.0
india,windows,l4,W.N.L4.32,8,32,42.31369863,26860,14.8098,INR,1,1,instances,gpu,noida,,1x L4,1,161160.0,322320.0
india,windows,l4,W.N.L4.64,16,64,47.60684932,30220,16.6624,INR,1,1,instances,gpu,noida,,1x L4,1,181320.0,362640.0
india,windows,l4,W.N.L4.96,24,96,89.92054795,57080,31.4722,INR,1,1,instances,gpu,noida,,2x L4,1,342480.0,684960.0
india,windows,l4,W.N.L4.128,32,128,95.21369863,60440,33.3248,INR,1,1,instances,gpu,noida,,2x L4,1,362640.0,725280.0
india,windows,l4,W.N.L4.192,48,192,179.8410959,114160,62.9444,INR,1,1,instances,gpu,noida,,4x L4,1,684960.0,1369920.0
india,windows,l40s,W.N.L40S.64,16,64,72.81232877,46220,38.5906,INR,1,1,instances,gpu,noida,,1x L40s,1,277320.0,554640.0
india,windows,l40s,W.N.L40S.128,16,128,75.17534247,47720,39.843,INR,1,1,instances,gpu,noida,,1x L40s,1,286320.0,572640.0
india,windows,l40s,W.N.L40S.256,32,256,145.6246575,92440,77.1811,INR,1,1,instances,gpu,noida,,2x L40s,1,554640.0,1109280.0
india,windows,l40s,W.N.L40S.512,64,512,291.2493151,184880,154.3622,INR,1,1,instances,gpu,noida,,4x L40s,1,1109280.0,2218560.0
india,windows,hgx h100,W.N.HGXH100.250,26,250,322.0315068,204420,322.0316,INR,1,0,instances,gpu,noida,,1x HGX H100,1,1226520.0,2453040.0
india,windows,hgx h100,W.N.HGXH100.500,52,500,644.0630137,408840,644.0631,INR,1,0,instances,gpu,noida,,2x HGX H100,1,2453040.0,4906080.0
india,windows,hgx h100,W.N.HGXH100.1000,104,1000,1288.126027,817680,1288.1261,INR,1,0,instances,gpu,noida,,4x HGX H100,1,4906080.0,9812160.0
india,windows,hgx h100,W.N.HGXH100.2000,208,2000,2576.252055,1635360,2576.2521,INR,1,0,instances,gpu,noida,,8x HGX H100,1,9812160.0,19624320.0
india,linux,rtx a6000,N.RTXA6000.128,24,128,63.01369863,40000,44.1096,INR,1,0,instances,gpu,noida,,1x RTX A6000,1,240000.0,480000.0
india,linux,a2,N.A2.64,16,64,0.556003223,352.9411765,0.3559,USD,1,1,instances,gpu,noida,,2x A2,1,2117.65,4235.29
india,linux,a30,N.A30.48,12,48,0.834004835,529.4117647,0.8341,USD,1,0,instances,gpu,noida,,1x A30,1,3176.47,6352.94
india,linux,a30,N.A30.96,24,96,1.66800967,1058.823529,1.6681,USD,1,0,instances,gpu,noida,,2x A30,1,6352.94,12705.88
india,linux,a100,N.A100.256,32,256,4.170024174,2647.058824,4.1701,USD,1,0,instances,gpu,noida,,2x A100,1,15882.35,31764.71
india,linux,a100,N.A100.512,64,512,8.340048348,5294.117647,8.3401,USD,1,0,instances,gpu,noida,,4x A100,1,31764.71,63529.41
india,linux,rtx6000 ada,N.RTX6000ADA.64,16,64,1.239423852,786.7647059,1.2395,USD,1,0,instances,gpu,noida,,1x RTX6000 Ada,1,4720.59,9441.18
india,linux,rtx6000 ada,N.RTX6000ADA.128,24,128,1.297340854,823.5294118,1.2974,USD,1,0,instances,gpu,noida,,1x RTX6000 Ada,1,4941.18,9882.35
india,linux,rtx6000 ada,N.RTX6000ADA.192,32,192,2.548348106,1617.647059,2.5484,USD,1,0,instances,gpu,noida,,2x RTX6000 Ada,1,9705.88,19411.76
india,linux,l4,N.L4.32,8,32,0.590753425,375,0.2068,USD,1,1,instances,gpu,noida,,1x L4,1,2250.0,4500.0
india,linux,l4,N.L4.192,48,192,2.455680902,1558.823529,0.8595,USD,1,1,instances,gpu,noida,,4x L4,1,9352.94,18705.88
india,linux,l40s,N.L40S.64,16,64,1.007755842,639.7058824,0.5342,USD,1,1,instances,gpu,noida,,1x L40s,1,3838.24,7676.47
india,linux,l40s,N.L40S.128,16,128,1.042506044,661.7647059,0.5526,USD,1,1,instances,gpu,noida,,1x L40s,1,3970.59,7941.18
india,linux,l40s,N.L40S.256,32,256,2.015511684,1279.411765,1.0683,USD,1,1,instances,gpu,noida,,2x L40s,1,7676.47,15352.94
india,linux,l40s,N.L40S.512,64,512,4.031023368,2558.823529,2.1365,USD,1,1,instances,gpu,noida,,4x L40s,1,15352.94,30705.88
india,linux,hgx h100,N.HGXH100.250,26,250,4.633360193,2941.176471,4.6334,USD,1,0,instances,gpu,noida,,1x HGX H100,1,17647.06,35294.12
india,linux,hgx h100,N.HGXH100.500,52,500,9.266720387,5882.352941,9.2668,USD,1,0,instances,gpu,noida,,2x HGX H100,1,35294.12,70588.24
india,linux,hgx h100,N.HGXH100.1000,104,1000,18.53344077,11764.70588,18.5335,USD,1,0,instances,gpu,noida,,4x HGX H100,1,70588.24,141176.47
india,linux,hgx h100,N.HGXH100.2000,208,2000,37.06688155,23529.41176,37.0669,USD,1,0,instances,gpu,noida,,8x HGX H100,1,141176.47,282352.94
india,windows,a2,W.N.A2.32,8,32,21.04657534,13360,13.4699,INR,1,1,instances,gpu,noida,,1x A2,1,80160.0,160320.0
india,windows,rtx a6000,W.N.RTXA6000.128,24,128,69.44109589,44080,48.6088,INR,1,0,instances,gpu,noida,,1x RTX A6000,1,264480.0,528960.0
india,windows,a2,W.N.A2.64,16,64,0.619016922,392.9411765,0.3962,USD,1,1,instances,gpu,noida,,2x A2,1,2357.65,4715.29
india,windows,a30,W.N.A30.48,12,48,0.881265109,559.4117647,0.8813,USD,1,0,instances,gpu,noida,,1x A30,1,3356.47,6712.94
india,windows,a30,W.N.A30.96,24,96,1.762530218,1118.823529,1.7626,USD,1,0,instances,gpu,noida,,2x A30,1,6712.94,13425.88
india,windows,a100,W.N.A100.256,32,256,4.296051571,2727.058824,4.2961,USD,1,0,instances,gpu,noida,,2x A100,1,16362.35,32724.71
india,windows,a100,W.N.A100.512,64,512,8.592103143,5454.117647,8.5922,USD,1,0,instances,gpu,noida,,4x A100,1,32724.71,65449.41
india,windows,rtx6000 ada,W.N.RTX6000ADA.64,16,64,1.30243755,826.7647059,1.3025,USD,1,0,instances,gpu,noida,,1x RTX6000 Ada,1,4960.59,9921.18
india,windows,rtx6000 ada,W.N.RTX6000ADA.128,24,128,1.391861402,883.5294118,1.3919,USD,1,0,instances,gpu,noida,,1x RTX6000 Ada,1,5301.18,10602.35
india,windows,rtx6000 ada,W.N.RTX6000ADA.192,32,192,2.674375504,1697.647059,2.6744,USD,1,0,instances,gpu,noida,,2x RTX6000 Ada,1,10185.88,20371.76
india,windows,l4,W.N.L4.32,8,32,0.622260274,395,0.2178,USD,1,1,instances,gpu,noida,,1x L4,1,2370.0,4740.0
india,windows,l4,W.N.L4.192,48,192,2.644721998,1678.823529,0.9257,USD,1,1,instances,gpu,noida,,4x L4,1,10072.94,20145.88
india,windows,l40s,W.N.L40S.64,16,64,1.070769541,679.7058824,0.5676,USD,1,1,instances,gpu,noida,,1x L40s,1,4078.24,8156.47
india,windows,l40s,W.N.L40S.128,16,128,1.105519742,701.7647059,0.586,USD,1,1,instances,gpu,noida,,1x L40s,1,4210.59,8421.18
india,windows,l40s,W.N.L40S.256,32,256,2.141539081,1359.411765,1.1351,USD,1,1,instances,gpu,noida,,2x L40s,1,8156.47,16312.94
india,windows,l40s,W.N.L40S.512,64,512,4.283078163,2718.823529,2.2701,USD,1,1,instances,gpu,noida,,4x L40s,1,16312.94,32625.88
india,windows,hgx h100,W.N.HGXH100.250,26,250,4.735757454,3006.176471,4.7358,USD,1,0,instances,gpu,noida,,1x HGX H100,1,18037.06,36074.12
india,windows,hgx h100,W.N.HGXH100.500,52,500,9.471514907,6012.352941,9.4716,USD,1,0,instances,gpu,noida,,2x HGX H100,1,36074.12,72148.24
india,windows,hgx h100,W.N.HGXH100.1000,104,1000,18.94302981,12024.70588,18.9431,USD,1,0,instances,gpu,noida,,4x HGX H100,1,72148.24,144296.47
india,windows,hgx h100,W.N.HGXH100.2000,208,2000,37.88605963,24049.41176,37.8861,USD,1,0,instances,gpu,noida,,8x HGX H100,1,144296.47,288592.94
india,linux,a30,N.A30.32,8,32,55.1369863,35000,55.137,INR,1,0,instances,gpu,noida,,1x A30,1,210000.0,420000.0
india,linux,a30,N.A30.64,16,64,110.2739726,70000,110.274,INR,1,0,instances,gpu,noida,,2x A30,1,420000.0,840000.0
india,linux,l40s,N.L40S.192,24,192,134.6917808,85500,71.3867,INR,1,1,instances,gpu,noida,,2x L40s,1,513000.0,1026000.0
india,windows,a30,W.N.A30.32,8,32,57.27945205,36360,57.2795,INR,1,0,instances,gpu,noida,,1x A30,1,218160.0,436320.0
india,windows,a30,W.N.A30.64,16,64,114.5589041,72720,114.559,INR,1,0,instances,gpu,noida,,2x A30,1,436320.0,872640.0
india,windows,l40s,W.N.L40S.192,24,192,141.1191781,89580,74.7932,INR,1,1,instances,gpu,noida,,2x L40s,1,537480.0,1074960.0
